temperatura,vibracao,corrente_eletrica,rotacao,carga_maquina,tempo_operacao_horas,turno,tipo_equipamento,historico_manutencao,dias_desde_ultima_manutencao,falha_ocorrida,tempo_ate_falha_horas
76.89,2.814,30.6,2025.0,61.35,3624.0,noite,compressor,3,79.1,0,379.3
81.08,2.895,33.13,2184.0,63.49,1575.5,manha,compressor,2,43.4,0,454.8
73.6,2.673,29.8,2627.0,68.91,1447.2,manha,CNC,2,127.8,0,416.1
75.23,1.362,28.25,1706.0,63.08,434.3,tarde,esteira,1,44.0,0,634.0
88.33,3.05,37.42,1207.0,87.54,6660.2,noite,prensa,3,47.5,0,344.3
73.35,3.365,29.46,2321.0,65.31,6425.2,manha,bomba,2,5.0,0,813.7
86.6,3.443,39.1,2482.0,94.1,2327.6,noite,bomba,1,110.5,0,240.0
74.78,2.616,30.03,1462.0,60.15,2406.9,manha,esteira,3,44.7,0,599.5
83.2,3.179,40.48,1240.0,88.21,5494.3,tarde,prensa,2,43.5,0,351.9
73.56,3.094,28.05,2163.0,61.51,1076.7,manha,bomba,1,120.4,0,403.2
76.12,3.198,35.15,1335.0,75.18,1352.4,manha,prensa,4,73.8,0,451.8
88.52,3.962,31.71,967.0,69.75,5685.6,noite,prensa,4,29.8,0,439.6
69.99,2.835,28.34,1449.0,52.75,1981.6,tarde,esteira,3,67.1,0,554.0
73.0,3.133,32.09,1901.0,62.81,1230.0,tarde,compressor,0,75.5,0,541.9
69.58,2.396,31.08,2496.0,63.16,3146.7,tarde,CNC,2,49.3,0,369.3
72.66,2.303,29.17,2594.0,52.38,1581.5,tarde,CNC,1,160.2,0,432.5
70.2,2.252,23.81,1972.0,26.9,5142.3,tarde,compressor,2,47.8,0,597.7
72.38,2.479,27.33,2483.0,51.18,2572.7,noite,bomba,5,55.6,0,938.4
85.98,3.129,37.64,2034.0,85.22,1622.0,tarde,compressor,4,57.1,0,409.8
77.59,2.872,30.92,2410.0,56.2,1678.8,tarde,bomba,2,89.9,0,444.6
83.29,3.196,35.85,2283.0,90.31,3060.0,tarde,bomba,4,27.5,0,449.6
73.86,2.48,27.8,1597.0,59.59,2132.0,tarde,esteira,1,97.6,0,387.1
87.52,4.02,32.5,2595.0,67.24,1962.9,tarde,CNC,3,202.9,0,240.0
75.15,2.372,27.79,2718.0,48.08,3703.5,tarde,CNC,5,16.9,0,477.2
75.25,1.781,26.05,1608.0,58.76,5536.9,tarde,esteira,1,29.0,0,451.5
78.86,3.253,35.19,1628.0,84.07,3412.8,noite,esteira,0,14.7,0,590.2
77.18,2.523,27.76,1311.0,56.27,1502.5,noite,prensa,2,7.0,0,680.2
84.96,2.899,33.69,1536.0,96.06,1180.1,noite,esteira,1,28.4,0,630.5
77.27,2.274,30.04,1367.0,55.75,3581.3,noite,prensa,6,29.9,0,356.6
91.5,4.347,35.45,2049.0,93.3,3408.9,tarde,compressor,3,94.2,0,264.8
77.13,3.614,30.37,1988.0,48.39,1876.8,noite,compressor,2,118.4,0,319.8
72.47,2.493,33.39,2759.0,69.84,2157.4,manha,CNC,5,66.8,0,691.2
76.4,2.816,30.44,2518.0,60.52,1558.3,tarde,bomba,0,109.3,0,363.0
80.81,3.586,38.91,1204.0,87.72,1198.9,manha,prensa,4,88.9,0,435.6
77.94,1.77,31.44,2174.0,56.42,1641.5,manha,compressor,4,35.1,0,611.7
75.62,3.007,32.85,2449.0,82.99,345.3,noite,bomba,2,72.5,0,632.9
75.5,1.903,30.72,2083.0,53.05,4608.3,noite,compressor,0,25.5,0,792.4
76.73,2.564,29.7,2466.0,65.35,953.6,tarde,CNC,1,55.6,0,603.7
75.84,3.953,35.18,2494.0,76.35,2357.4,manha,CNC,3,64.2,0,339.8
76.16,1.972,29.8,2599.0,63.44,495.2,tarde,CNC,1,82.3,0,503.3
86.13,4.298,30.54,1175.0,71.97,3343.8,tarde,prensa,6,149.4,0,240.0
63.56,2.789,21.68,1926.0,18.12,3929.8,noite,compressor,0,19.8,0,862.4
70.15,2.063,24.47,1239.0,41.66,2486.1,noite,esteira,2,54.5,0,729.6
80.36,3.141,33.33,2353.0,65.48,2274.1,manha,bomba,2,132.7,0,545.5
75.42,2.649,36.17,2660.0,77.47,1554.3,manha,CNC,3,33.1,0,697.8
70.58,2.025,22.16,2758.0,40.72,4544.5,manha,CNC,3,26.5,0,612.3
63.91,1.831,22.18,1771.0,27.49,812.7,manha,esteira,1,87.7,0,798.2
80.66,2.664,34.65,2450.0,75.38,1800.8,tarde,CNC,6,79.0,0,240.0
69.0,2.68,30.14,1306.0,60.56,1438.5,manha,prensa,4,14.9,0,803.1
65.28,2.158,26.95,2978.0,46.79,1406.0,manha,CNC,0,37.1,0,699.9
71.36,1.429,23.65,2235.0,29.05,4477.2,manha,bomba,1,23.1,0,754.3
76.82,2.537,27.51,1417.0,65.35,2189.7,manha,esteira,0,23.2,0,695.9
79.82,3.185,35.41,2760.0,70.16,1546.5,noite,CNC,2,75.2,0,346.8
79.31,3.139,31.04,2659.0,58.38,2877.9,manha,CNC,2,75.1,0,589.9
79.48,3.157,34.26,1243.0,85.3,2739.8,noite,prensa,4,54.7,0,559.7
80.69,3.436,33.27,2726.0,82.11,3889.6,manha,CNC,2,19.6,0,709.2
75.53,3.634,32.15,2188.0,61.25,3062.3,manha,compressor,2,23.8,0,306.6
68.71,2.446,25.93,2126.0,38.84,2251.2,manha,compressor,4,71.0,0,587.1
75.75,2.886,34.64,2726.0,79.11,2346.2,tarde,CNC,3,16.5,0,571.2
66.2,1.586,21.95,1403.0,20.62,773.0,manha,esteira,1,10.8,0,945.1
72.15,1.398,30.92,1653.0,65.2,2984.3,tarde,esteira,0,39.3,0,518.7
75.75,1.874,24.29,2291.0,49.92,1296.9,manha,compressor,3,54.9,0,688.1
78.59,2.289,32.02,1671.0,75.09,2706.4,noite,esteira,2,12.5,0,413.4
77.03,2.37,27.91,2684.0,44.92,5466.3,manha,CNC,0,73.1,0,335.3
86.24,3.19,37.24,2880.0,86.57,2487.3,tarde,CNC,0,50.7,0,256.8
77.85,2.878,32.2,2429.0,75.43,1908.0,noite,bomba,5,22.0,0,490.1
61.11,1.351,21.41,1368.0,22.18,1892.8,manha,prensa,2,58.5,0,885.8
83.22,3.282,36.28,2881.0,77.71,2913.2,manha,CNC,3,8.4,0,341.9
76.84,2.5,29.75,2594.0,45.68,2619.4,noite,CNC,3,41.7,0,621.4
76.21,1.963,23.63,2570.0,27.34,3434.4,manha,bomba,4,43.0,0,669.6
77.76,2.576,31.58,1371.0,60.84,1610.8,manha,esteira,9,55.4,0,453.3
70.53,2.142,28.29,2530.0,50.08,2114.1,tarde,CNC,3,60.2,0,708.5
67.1,2.252,23.91,1923.0,25.33,3763.1,manha,compressor,3,90.6,0,531.8
67.38,2.07,30.15,1223.0,64.82,3932.8,noite,esteira,1,53.2,0,610.6
71.98,1.598,27.55,1992.0,54.09,3950.6,tarde,compressor,2,15.9,0,589.9
77.16,2.941,38.56,2650.0,83.34,3539.8,tarde,CNC,2,26.6,0,567.3
90.63,4.794,39.55,2490.0,85.65,3608.4,manha,CNC,4,238.9,0,240.0
80.63,2.373,30.92,1932.0,62.29,2703.5,tarde,compressor,1,12.4,0,733.6
87.6,2.408,30.65,1707.0,55.97,928.3,tarde,compressor,1,176.5,0,399.6
94.14,3.387,35.22,1372.0,81.5,992.7,manha,esteira,2,160.5,1,1.0
77.11,2.318,31.11,2300.0,65.39,2458.9,noite,bomba,4,15.6,0,507.7
75.57,3.019,31.25,2624.0,65.98,2523.4,tarde,bomba,1,101.4,0,540.4
69.14,2.626,27.28,1225.0,36.92,1385.1,noite,prensa,0,72.3,0,365.9
84.45,3.381,34.88,2270.0,90.75,1443.0,manha,compressor,1,113.5,0,403.8
93.82,3.396,35.66,1991.0,88.06,2242.7,manha,compressor,0,27.5,0,551.8
63.39,2.775,27.9,1324.0,43.36,7211.9,tarde,prensa,2,72.6,0,530.9
80.82,1.544,29.93,2688.0,57.3,1224.5,noite,CNC,3,32.6,0,848.1
72.62,2.19,34.83,1431.0,73.51,1847.5,tarde,esteira,2,22.3,0,724.1
63.93,1.475,22.54,1542.0,28.16,3886.0,manha,esteira,3,58.0,0,536.0
74.01,2.715,35.6,2572.0,83.77,3494.1,noite,CNC,3,88.5,0,386.2
77.2,2.17,26.09,2024.0,41.84,2826.4,manha,compressor,2,83.2,0,573.1
84.22,3.311,36.74,2415.0,77.51,652.8,manha,CNC,1,106.2,0,487.3
78.39,3.037,37.53,2905.0,87.09,2043.1,tarde,CNC,0,29.2,0,439.5
84.69,2.534,27.77,2070.0,57.03,6131.0,manha,compressor,2,159.8,0,255.7
84.24,2.442,34.83,1941.0,74.07,1411.8,manha,compressor,1,56.9,0,368.6
80.63,2.899,39.44,1579.0,95.82,1376.6,manha,esteira,0,21.3,0,503.8
81.78,3.974,37.84,1113.0,95.6,5330.2,noite,prensa,2,101.1,0,240.0
78.85,2.622,35.76,1696.0,81.92,2239.8,manha,esteira,3,51.5,0,534.5
68.21,2.007,24.23,2633.0,21.84,691.4,tarde,CNC,2,28.4,0,791.0
77.71,3.099,34.53,2644.0,82.14,1121.9,noite,CNC,0,35.9,0,582.2
83.6,2.53,34.09,2570.0,74.6,1637.2,tarde,CNC,0,51.7,0,370.1
69.98,2.063,27.51,2720.0,53.98,2747.0,tarde,CNC,7,10.5,0,806.4
77.91,2.921,31.05,1191.0,58.63,2091.2,tarde,prensa,1,139.8,0,569.5
78.51,2.149,31.5,2231.0,74.27,1336.4,manha,compressor,5,78.3,0,381.3
75.88,2.67,31.12,2687.0,58.98,2109.5,tarde,CNC,1,56.9,0,763.4
75.14,1.627,31.53,1841.0,54.5,1411.2,noite,esteira,3,43.5,0,329.6
86.37,3.811,28.59,1995.0,58.15,6332.7,noite,compressor,1,109.6,0,240.0
85.82,2.692,38.45,2491.0,85.33,1080.4,tarde,CNC,3,145.0,1,1.0
74.78,3.005,34.82,2569.0,83.29,1771.1,manha,CNC,0,19.2,0,579.2
76.83,1.584,27.94,2304.0,56.29,1615.4,noite,bomba,3,56.9,0,820.6
67.05,1.665,24.88,1417.0,40.98,1632.3,manha,esteira,1,69.4,0,883.8
65.03,2.248,21.52,2820.0,21.36,1164.6,noite,CNC,0,109.0,0,696.6
80.78,3.527,31.27,1167.0,67.61,5101.6,manha,prensa,2,86.2,0,240.0
79.55,3.223,33.19,1510.0,64.99,7525.5,tarde,esteira,2,72.5,0,240.0
69.31,2.529,26.37,1341.0,48.17,2946.3,noite,esteira,3,53.2,0,537.5
86.45,3.505,37.74,2645.0,91.27,2797.9,tarde,CNC,1,17.2,1,1.0
81.61,3.233,38.17,2347.0,77.22,791.8,manha,CNC,3,59.7,0,592.4
86.84,3.016,36.82,1525.0,93.17,5031.3,noite,esteira,1,45.0,0,501.1
79.84,2.374,29.99,2039.0,62.17,1410.4,manha,compressor,2,19.1,0,399.3
66.61,2.997,27.85,2579.0,55.49,726.3,manha,bomba,3,145.2,0,264.0
79.71,3.433,37.38,1608.0,85.12,3260.3,tarde,esteira,1,56.2,0,442.6
78.55,2.883,31.63,2722.0,67.82,4287.8,tarde,CNC,1,84.7,0,357.6
79.04,2.63,34.52,1383.0,79.8,5002.9,tarde,esteira,1,46.5,0,610.1
70.95,2.158,27.77,1305.0,56.02,1785.3,manha,prensa,2,24.4,0,517.3
77.5,2.485,33.5,1755.0,80.66,1656.7,tarde,esteira,1,88.8,0,351.1
82.6,3.484,32.87,1921.0,61.58,2666.5,noite,compressor,2,151.4,0,453.5
77.3,3.063,27.49,1390.0,63.18,2091.6,manha,esteira,2,107.9,0,380.8
83.92,3.462,32.29,2378.0,86.39,3298.0,tarde,bomba,2,74.6,0,414.4
79.01,3.034,35.48,1535.0,91.78,2683.3,tarde,esteira,3,45.4,0,346.7
84.63,3.773,34.58,1592.0,85.34,1335.9,noite,esteira,1,65.2,0,370.8
76.84,2.524,27.83,1553.0,53.62,5095.3,tarde,esteira,2,87.0,0,499.8
85.34,3.672,32.74,2099.0,71.93,3309.6,noite,compressor,2,42.6,0,453.9
84.61,3.145,37.94,2505.0,95.73,4230.8,manha,CNC,3,86.2,0,240.0
88.02,2.441,28.73,2922.0,55.21,1351.3,manha,CNC,1,48.0,0,682.1
82.42,2.525,37.73,2595.0,82.82,3254.5,noite,bomba,5,7.8,0,435.0
69.38,1.939,29.0,2460.0,49.15,3779.6,noite,bomba,3,25.5,0,797.7
80.48,1.901,26.44,2561.0,43.56,2621.4,tarde,bomba,6,49.8,0,692.7
77.72,2.621,30.29,2076.0,50.95,1155.8,tarde,compressor,6,59.6,0,462.6
75.4,2.302,24.43,1344.0,59.88,2477.4,tarde,esteira,0,101.1,0,744.4
89.02,2.675,38.78,1321.0,94.88,3576.1,manha,prensa,2,68.0,0,289.4
84.94,2.678,35.23,2482.0,74.74,4395.6,noite,CNC,1,13.3,0,429.4
69.12,1.746,23.53,1782.0,37.68,841.8,noite,esteira,2,86.9,0,537.2
75.0,2.213,35.96,2254.0,83.9,2590.6,tarde,bomba,1,43.8,0,531.7
72.85,2.42,27.94,2620.0,57.22,980.0,manha,bomba,5,17.1,0,798.2
78.72,2.944,29.64,2875.0,54.42,3603.0,manha,CNC,1,86.4,0,416.3
78.67,3.14,29.95,1315.0,73.28,4148.7,manha,esteira,3,95.5,0,560.5
71.93,3.431,31.05,1048.0,56.34,1271.0,noite,prensa,3,62.0,0,576.9
78.75,2.212,33.71,1587.0,78.69,1117.6,tarde,esteira,2,70.3,0,486.4
84.12,2.465,34.17,1443.0,74.99,1606.9,manha,prensa,3,60.6,0,645.0
79.43,2.597,27.86,1320.0,48.82,2139.0,tarde,prensa,2,84.6,0,585.8
79.97,3.238,37.87,1968.0,84.92,1473.9,noite,compressor,2,48.9,0,667.6
67.15,2.266,28.17,2629.0,51.15,3787.7,manha,bomba,2,7.0,0,703.5
75.33,3.065,30.6,2371.0,52.66,4408.5,tarde,compressor,6,25.9,0,575.4
72.38,2.408,28.31,1133.0,56.96,2526.8,tarde,prensa,0,30.1,0,624.4
66.54,2.497,26.13,2722.0,38.12,1505.5,manha,CNC,1,44.0,0,645.2
86.23,3.18,41.06,2151.0,94.15,2092.1,tarde,compressor,4,47.5,0,428.4
77.67,2.394,32.13,1449.0,56.04,2526.4,tarde,esteira,2,136.1,0,624.4
75.45,2.321,26.76,1980.0,67.72,2036.9,manha,compressor,0,55.6,0,367.9
77.12,1.435,35.75,1373.0,87.24,2252.2,manha,esteira,2,70.3,0,528.4
74.43,2.106,26.51,1833.0,56.43,4211.4,noite,compressor,5,50.3,0,559.9
68.35,2.916,27.56,1362.0,52.8,1444.1,manha,prensa,3,60.6,0,662.1
83.27,3.867,32.56,1129.0,74.94,6626.6,tarde,prensa,4,69.8,0,240.0
76.05,2.221,29.21,2275.0,49.13,2571.3,tarde,compressor,1,108.2,0,508.3
87.07,3.612,35.52,1555.0,86.88,1970.9,noite,esteira,2,106.6,0,447.4
77.27,1.882,32.75,2090.0,78.53,1421.4,noite,compressor,1,16.5,0,759.9
76.23,2.015,32.04,2614.0,65.01,1501.0,noite,bomba,0,31.0,0,945.4
82.79,2.761,32.82,2394.0,82.24,2386.6,tarde,bomba,3,43.7,0,641.3
70.08,3.125,28.91,1428.0,65.13,2560.7,tarde,esteira,3,101.3,0,484.5
84.47,4.003,35.19,2733.0,86.48,1928.3,tarde,CNC,2,65.4,0,370.7
79.1,2.457,32.18,2596.0,71.6,974.6,manha,CNC,4,47.4,0,292.3
72.33,2.155,29.99,1567.0,60.75,2386.9,tarde,esteira,1,20.6,0,774.7
57.68,2.198,19.62,2448.0,13.09,1518.8,manha,bomba,2,89.3,0,755.7
73.86,3.554,27.15,2397.0,53.21,689.3,tarde,bomba,3,111.4,0,608.9
76.03,3.694,36.61,2694.0,89.19,3371.5,tarde,CNC,0,26.9,0,281.2
74.84,1.785,28.93,2169.0,53.08,767.8,manha,compressor,3,12.9,0,553.9
81.46,3.038,33.85,1551.0,78.83,1877.7,manha,esteira,1,52.5,0,240.0
70.8,2.04,23.47,2578.0,44.66,2215.5,noite,CNC,1,53.4,0,756.1
78.46,3.424,26.12,1891.0,35.49,4744.0,tarde,compressor,1,131.7,0,464.6
70.81,2.713,29.18,1154.0,50.89,716.4,noite,prensa,4,35.3,0,694.9
82.9,2.88,39.05,2545.0,94.65,3579.9,tarde,CNC,1,30.8,0,339.2
74.37,2.987,31.09,1603.0,66.03,3900.4,noite,esteira,2,29.9,0,286.0
87.37,3.068,34.12,2859.0,67.24,5549.5,noite,CNC,2,21.9,0,446.5
71.79,2.499,29.64,1516.0,56.56,4321.5,manha,esteira,1,48.2,0,772.7
80.04,2.337,26.33,1657.0,47.58,2259.6,noite,esteira,2,92.8,0,364.2
77.12,2.633,29.54,1121.0,57.61,3670.6,manha,prensa,1,95.4,0,339.5
77.4,3.239,32.35,2620.0,76.62,4873.3,tarde,CNC,3,22.8,0,437.5
77.34,3.244,22.76,2361.0,35.38,585.4,noite,bomba,4,104.0,0,571.7
83.65,3.829,38.46,1596.0,94.01,968.7,manha,esteira,0,56.2,0,557.4
78.21,2.675,32.95,2582.0,76.32,2715.9,tarde,CNC,3,9.8,0,700.4
87.7,2.399,37.1,2707.0,85.02,3875.3,manha,CNC,3,86.0,0,311.2
86.26,2.867,37.3,2663.0,75.14,3302.3,manha,CNC,0,107.6,0,328.4
80.53,3.197,37.06,1254.0,82.16,2858.9,manha,prensa,4,37.0,0,778.6
86.26,3.266,33.69,1409.0,86.56,5505.8,manha,esteira,5,55.3,0,303.6
74.8,2.915,29.44,2197.0,63.72,1926.0,manha,bomba,4,47.0,0,495.3
72.76,2.872,32.95,1462.0,71.35,1478.9,tarde,esteira,5,58.9,0,463.7
66.8,2.441,26.3,2509.0,41.1,1703.7,tarde,bomba,3,46.0,0,287.5
77.26,2.847,36.2,1840.0,75.69,2749.2,tarde,compressor,1,63.0,0,579.1
79.71,2.533,32.33,1901.0,72.84,2209.0,tarde,compressor,0,6.6,0,775.9
84.31,2.704,33.91,2349.0,89.6,3998.9,manha,bomba,3,35.9,0,757.1
78.95,2.542,27.73,2550.0,57.72,1532.2,manha,CNC,2,49.9,0,545.9
84.81,3.541,35.45,1625.0,72.23,2957.7,noite,prensa,3,79.5,0,343.6
73.96,2.906,31.65,1559.0,68.83,3677.9,noite,esteira,2,6.7,0,630.9
85.38,2.511,37.16,1972.0,83.17,4871.5,tarde,compressor,0,108.0,0,299.6
78.53,3.134,33.9,2549.0,81.99,1091.2,manha,bomba,5,55.6,0,593.8
80.51,2.55,31.02,2609.0,71.18,1683.1,noite,CNC,3,102.3,0,422.7
76.36,3.066,31.41,1211.0,59.85,2112.5,noite,prensa,2,69.0,0,256.4
81.64,2.699,30.27,1442.0,72.21,878.7,tarde,prensa,4,125.5,0,566.8
88.76,3.525,35.92,948.0,80.24,2845.7,manha,prensa,1,71.9,0,240.0
90.86,2.955,40.19,1957.0,88.9,2820.3,manha,compressor,3,13.7,0,552.7
73.4,2.405,24.81,2697.0,57.67,2680.7,tarde,CNC,3,82.0,0,760.9
79.34,2.997,28.52,2518.0,61.52,2035.2,noite,CNC,0,59.4,0,266.2
76.86,2.26,28.65,2515.0,53.92,4573.2,tarde,CNC,1,34.1,0,602.5
74.74,3.064,30.17,2759.0,65.87,1710.1,manha,CNC,2,61.2,0,574.4
88.47,3.569,34.49,2523.0,80.24,4338.2,tarde,CNC,3,73.1,0,240.0
75.86,3.064,37.93,1267.0,76.22,1686.2,noite,prensa,4,63.5,0,549.7
73.09,1.764,24.28,2642.0,39.94,1071.0,tarde,CNC,2,16.8,0,666.3
72.09,3.184,25.16,2645.0,40.15,2271.1,noite,CNC,2,133.2,0,434.2
66.79,2.63,24.56,1489.0,47.53,2529.3,tarde,esteira,1,89.9,0,548.9
82.17,3.858,32.73,2494.0,85.85,2985.2,manha,bomba,4,53.2,0,440.7
82.52,1.546,32.57,1662.0,68.75,452.6,tarde,esteira,3,43.7,0,566.7
93.47,3.162,32.17,2268.0,82.86,1903.4,tarde,bomba,1,127.8,0,443.3
85.34,3.628,34.48,957.0,91.26,6360.5,noite,prensa,7,63.1,1,1.0
75.92,2.674,31.65,2410.0,68.31,1608.7,tarde,bomba,1,17.8,0,700.4
82.02,2.888,35.05,2270.0,78.04,3906.0,tarde,bomba,2,128.2,0,532.5
69.69,1.979,22.61,1375.0,36.55,9901.9,tarde,esteira,3,38.9,0,554.5
93.07,3.566,35.56,1821.0,88.98,7014.2,tarde,compressor,1,17.6,0,384.3
78.6,2.087,29.54,2030.0,71.97,1183.8,manha,compressor,3,64.0,0,274.3
76.86,2.08,33.13,2075.0,68.99,3721.6,noite,compressor,3,32.6,0,508.1
79.28,2.97,33.71,2552.0,77.08,3854.3,tarde,CNC,3,49.4,0,609.3
75.02,3.772,30.51,1493.0,64.66,3387.4,tarde,esteira,4,70.9,0,497.2
78.07,2.379,28.39,2769.0,64.83,1054.2,tarde,CNC,0,2.7,0,723.4
79.15,2.605,34.03,2830.0,71.2,2668.2,manha,CNC,1,58.6,0,566.9
83.96,3.314,32.43,2812.0,75.05,2657.4,tarde,CNC,0,111.0,0,240.0
87.27,3.182,39.51,1442.0,96.53,954.2,tarde,esteira,1,19.1,0,460.3
74.45,2.441,28.68,2009.0,59.42,1970.2,tarde,compressor,1,5.3,0,557.2
81.66,2.828,34.82,2190.0,79.48,2738.3,tarde,bomba,3,92.0,0,445.7
83.84,2.303,33.94,1601.0,86.41,2231.0,noite,esteira,4,56.7,0,516.1
83.08,3.858,38.26,2627.0,89.08,3530.0,noite,CNC,1,76.6,0,240.0
76.96,2.272,30.13,1715.0,74.09,1939.8,manha,esteira,2,39.3,0,712.1
84.78,3.204,33.73,2099.0,72.16,2508.5,manha,compressor,1,62.7,0,394.4
84.95,3.947,32.45,2513.0,81.81,4048.4,tarde,CNC,1,129.1,0,240.0
86.54,3.03,32.63,2350.0,75.18,5940.6,tarde,bomba,3,77.4,0,370.5
64.33,1.327,25.06,1231.0,32.47,1038.4,tarde,prensa,3,21.1,0,805.2
82.26,3.067,29.87,1953.0,68.07,3453.7,tarde,compressor,0,105.1,0,535.8
85.91,3.1,37.13,2395.0,88.23,1750.5,noite,bomba,3,51.0,0,575.9
84.2,3.318,36.88,1973.0,82.94,3007.3,manha,compressor,4,7.5,0,602.3
81.13,2.69,31.95,2590.0,88.1,984.6,tarde,bomba,2,28.2,0,736.4
76.45,2.756,36.04,2169.0,85.02,4628.0,manha,bomba,1,23.4,0,742.5
81.56,2.405,34.35,2570.0,69.68,1414.4,tarde,bomba,0,49.3,0,431.1
70.18,2.976,26.78,2288.0,53.9,4090.1,tarde,bomba,7,107.1,0,315.1
67.32,2.823,25.18,2260.0,47.54,1077.8,tarde,CNC,2,89.2,0,374.2
81.74,3.761,30.83,2184.0,79.07,845.4,manha,bomba,3,33.5,0,405.4
72.34,3.383,26.08,2376.0,52.11,2065.8,noite,bomba,4,72.5,0,321.3
79.89,2.743,35.23,2344.0,75.23,2683.4,noite,bomba,0,37.1,0,670.3
70.31,2.4,27.47,2667.0,53.59,7370.8,tarde,CNC,1,43.4,0,636.3
74.39,2.284,27.5,2009.0,42.83,2645.2,noite,compressor,1,66.3,0,696.0
79.27,1.945,29.13,2179.0,60.26,1181.7,tarde,compressor,2,19.1,0,634.8
63.09,2.278,23.71,2634.0,34.29,3718.1,noite,CNC,2,46.2,0,565.5
79.21,2.365,34.06,2717.0,67.21,5063.9,manha,CNC,2,46.6,0,503.5
77.27,1.925,30.93,2210.0,50.5,1362.8,manha,compressor,5,30.4,0,880.8
67.42,1.897,28.18,1568.0,53.88,4005.4,manha,esteira,2,71.8,0,749.0
87.07,3.909,36.88,2566.0,92.78,4707.0,manha,CNC,1,72.2,0,411.9
73.42,2.248,27.74,1708.0,59.48,3769.5,tarde,esteira,2,25.2,0,420.6
73.97,1.573,30.5,2423.0,56.01,1556.2,manha,bomba,1,18.5,0,797.5
71.23,2.649,28.09,1423.0,55.2,2700.3,tarde,esteira,2,51.4,0,621.6
79.39,3.84,39.09,2020.0,89.37,3005.1,manha,compressor,1,27.4,0,320.9
80.24,2.841,31.23,2435.0,81.82,4551.6,manha,bomba,3,39.7,0,529.2
73.84,2.085,30.63,2558.0,68.44,1624.1,noite,bomba,1,2.3,0,574.4
80.23,2.61,32.6,1310.0,72.46,4062.4,tarde,prensa,1,46.3,0,484.7
85.97,3.077,35.68,2480.0,80.91,2183.4,noite,bomba,2,41.1,0,348.9
74.11,3.197,31.41,2364.0,80.3,1903.5,tarde,bomba,3,19.7,0,438.3
80.8,2.77,30.77,2531.0,64.81,2454.4,manha,bomba,1,85.9,0,240.0
73.1,1.115,26.31,1541.0,35.91,386.9,tarde,esteira,3,40.4,0,953.0
87.44,3.358,35.14,2580.0,79.44,503.0,tarde,CNC,2,55.8,0,475.2
89.72,3.033,36.55,2144.0,85.92,624.4,manha,bomba,1,83.0,0,363.5
79.65,2.8,30.35,2456.0,69.49,3082.7,noite,bomba,3,74.8,0,644.8
71.0,2.379,25.65,1180.0,42.01,2039.9,tarde,prensa,2,15.3,0,703.9
65.0,2.803,24.94,2257.0,48.89,1559.4,noite,bomba,2,57.7,0,450.2
72.79,1.946,29.8,1924.0,49.24,2324.3,tarde,compressor,2,30.1,0,798.8
80.58,2.255,29.15,1311.0,50.54,4116.2,tarde,prensa,3,101.7,0,317.5
76.22,3.278,32.44,2056.0,69.5,2259.3,manha,compressor,3,146.6,0,401.9
79.67,3.242,34.88,2676.0,81.17,1159.8,noite,CNC,2,110.3,0,295.6
76.8,3.335,30.68,2558.0,51.91,8036.7,tarde,CNC,2,84.7,0,313.3
66.85,2.968,32.09,2657.0,53.13,2395.9,manha,CNC,2,49.7,0,710.8
88.37,2.886,33.57,2606.0,73.99,4730.5,manha,CNC,1,89.4,0,301.1
80.85,2.938,32.02,1937.0,66.94,3789.6,tarde,compressor,2,11.0,0,517.5
75.31,2.542,30.75,1629.0,62.09,1825.1,noite,esteira,5,32.7,0,663.9
88.29,3.664,39.59,1346.0,91.35,5892.1,noite,esteira,2,72.7,0,290.9
68.71,1.407,27.31,2588.0,41.77,1642.6,tarde,CNC,0,45.5,0,719.2
76.43,2.748,30.9,2452.0,61.24,3051.3,noite,bomba,3,22.3,0,391.2
74.82,2.506,33.08,2761.0,68.0,2817.2,noite,CNC,2,71.5,0,682.7
69.23,3.263,30.66,1117.0,60.21,2974.8,manha,prensa,2,123.8,0,354.4
80.03,2.647,28.66,2688.0,66.46,5338.3,tarde,CNC,3,117.0,0,265.7
84.96,2.721,35.5,2454.0,74.92,2433.8,manha,bomba,2,33.1,0,631.0
87.76,3.106,30.45,2005.0,66.32,2716.0,manha,compressor,4,137.4,0,263.6
60.7,2.535,18.53,2395.0,10.34,2796.3,tarde,bomba,2,37.8,0,735.8
84.86,3.183,34.06,2018.0,83.95,7195.7,manha,compressor,2,58.6,0,279.7
66.98,2.098,26.64,1504.0,50.56,4528.9,noite,esteira,1,98.5,0,576.4
80.08,3.11,31.74,2821.0,65.57,815.5,noite,CNC,4,6.4,0,459.6
72.65,2.647,28.6,1281.0,40.67,1682.8,manha,prensa,1,56.3,0,658.4
76.74,2.718,31.32,2378.0,70.99,2536.7,tarde,bomba,2,26.8,0,559.4
73.01,2.707,37.15,1437.0,82.89,5276.1,tarde,esteira,0,41.3,0,240.0
65.96,1.98,24.01,1496.0,51.02,5567.1,manha,esteira,1,98.4,0,563.0
73.81,2.177,25.52,1188.0,50.42,2347.9,manha,prensa,0,37.6,0,625.3
75.28,2.685,32.83,2417.0,82.12,1647.4,manha,CNC,1,49.8,0,658.8
79.89,2.407,32.7,2237.0,63.89,2151.0,manha,compressor,0,51.7,0,586.6
